seed,RMSE,MAE,R2
42,7.334999486440806,4.101240556896252,-0.07353087243737622
123,7.159084706694781,3.9817332422962357,0.10263085431740482
2024,7.2172038036426915,4.0620110810611125,-0.03932721960135144
