seed,RMSE,MAE,R2
42,0.6777701829978648,0.4892658023791455,0.4383900589818357
123,0.6529537026036524,0.46935460244468435,0.4547387520348676
2024,0.6436995515634043,0.46042663107699294,0.47965098754320723
