seed,outer_fold,test_year,epoch,train_loss,val_loss,epoch_time
42,1,2022,1,1.0927980055411657,0.7811004221439362,0.13303208351135254
42,1,2022,2,0.7198119709889094,0.4802103787660599,0.151200532913208
42,1,2022,3,0.42501737773418424,0.4252588152885437,0.16126322746276855
42,1,2022,4,0.3146333416302999,0.43117618560791016,0.17408370971679688
42,1,2022,5,0.2944132598737876,0.42308516800403595,0.16971158981323242
42,1,2022,6,0.27314986685911813,0.4052816480398178,0.14873003959655762
42,1,2022,7,0.25616176004211105,0.3843836635351181,0.11901473999023438
42,1,2022,8,0.23867334698637327,0.3736666887998581,0.14695501327514648
42,1,2022,9,0.22242711037397384,0.35788340866565704,0.14933252334594727
42,1,2022,10,0.2080511450767517,0.34165097773075104,0.11355733871459961
42,1,2022,11,0.20021777550379435,0.3426259458065033,0.13791394233703613
42,1,2022,12,0.19480882585048676,0.3342915326356888,0.14710140228271484
42,1,2022,13,0.18485494082172713,0.32639774680137634,0.13733983039855957
42,1,2022,14,0.18629997422297795,0.34605616331100464,0.14355993270874023
42,1,2022,15,0.1756346362332503,0.32530322670936584,0.16250324249267578
42,1,2022,16,0.16589090724786124,0.3318898230791092,0.14465761184692383
42,1,2022,17,0.15651758164167404,0.3240858465433121,0.1417849063873291
42,1,2022,18,0.15129431982835134,0.3247014135122299,0.13686013221740723
42,1,2022,19,0.14577901264031728,0.32289762794971466,0.1573500633239746
42,1,2022,20,0.13815501282612483,0.317201167345047,0.14726901054382324
42,1,2022,21,0.13693354427814483,0.3129596710205078,0.13949823379516602
42,1,2022,22,0.13699674357970557,0.3156313896179199,0.14293575286865234
42,1,2022,23,0.13070332109928132,0.3122715950012207,0.19648313522338867
42,1,2022,24,0.13107614914576213,0.3042674958705902,0.18361783027648926
42,1,2022,25,0.1326226068039735,0.31430695950984955,0.18116545677185059
42,1,2022,26,0.12287596464157105,0.2976944297552109,0.16402935981750488
42,1,2022,27,0.11848187843958537,0.30301085114479065,0.1751270294189453
42,1,2022,28,0.11650521904230118,0.3006554991006851,0.14623022079467773
42,1,2022,29,0.11332040627797445,0.2977229803800583,0.14568185806274414
42,1,2022,30,0.11167034804821015,0.30270470678806305,0.17917561531066895
42,1,2022,31,0.10829207971692086,0.2949131429195404,0.17534184455871582
42,1,2022,32,0.10879215846459071,0.298768013715744,0.13404488563537598
42,1,2022,33,0.10689405749241511,0.2999119907617569,0.1563105583190918
42,1,2022,34,0.10373236984014511,0.2973567396402359,0.1377696990966797
42,1,2022,35,0.10310391262173653,0.2971034348011017,0.13436365127563477
42,1,2022,36,0.10222239842017491,0.2896214425563812,0.13988876342773438
42,1,2022,37,0.10223015174269676,0.29417215287685394,0.14478492736816406
42,1,2022,38,0.10309405426184336,0.29263025522232056,0.1373906135559082
42,1,2022,39,0.102280809233586,0.2895376831293106,0.1471095085144043
42,1,2022,40,0.1021767554183801,0.29597771167755127,0.132798433303833
42,1,2022,41,0.10512459675470988,0.2860311418771744,0.13601255416870117
42,1,2022,42,0.10437728638450304,0.30391621589660645,0.13588714599609375
42,1,2022,43,0.10693110475937526,0.2934536188840866,0.13491487503051758
42,1,2022,44,0.1274721307059129,0.29718856513500214,0.14377546310424805
42,1,2022,45,0.11271637752652168,0.3056142181158066,0.1490159034729004
42,1,2022,46,0.10142298514644305,0.29785631597042084,0.13362526893615723
42,1,2022,47,0.10188177675008774,0.2975761145353317,0.1471114158630371
42,1,2022,48,0.09764814625183742,0.3039543628692627,0.1316385269165039
42,1,2022,49,0.09324622005224228,0.2981375604867935,0.14054298400878906
42,1,2022,50,0.09198461150129636,0.29740767180919647,0.14436030387878418
42,1,2022,51,0.09069978520274162,0.3067733645439148,0.14757156372070312
42,1,2022,52,0.09304363081852594,0.2972543090581894,0.1416330337524414
42,1,2022,53,0.08858145872751871,0.30459272861480713,0.16488051414489746
42,1,2022,54,0.08774403805534045,0.30290138721466064,0.13025689125061035
42,1,2022,55,0.08719530130426088,0.29973946511745453,0.14977622032165527
42,1,2022,56,0.08677817483743032,0.30078019201755524,0.14204668998718262
42,1,2022,57,0.08708352198203405,0.29979604482650757,0.1506352424621582
42,1,2022,58,0.08727497781316439,0.2992997318506241,0.1474144458770752
42,1,2022,59,0.08573688541849454,0.3045782893896103,0.1415872573852539
42,1,2022,60,0.08616883978247643,0.3031488060951233,0.14749717712402344
42,1,2022,61,0.08494410291314125,0.30424271523952484,0.1362297534942627
42,2,2023,1,1.0271851178258657,1.2047563791275024,0.15921497344970703
42,2,2023,2,0.6274433583021164,0.6732143759727478,0.14256811141967773
42,2,2023,3,0.404324134811759,0.5813526213169098,0.14954018592834473
42,2,2023,4,0.3273321846500039,0.5312664210796356,0.1262495517730713
42,2,2023,5,0.30987030966207385,0.51108518242836,0.17333984375
42,2,2023,6,0.2918811719864607,0.492127001285553,0.1585245132446289
42,2,2023,7,0.2760211476124823,0.4601130187511444,0.16778945922851562
42,2,2023,8,0.264226792845875,0.4453266113996506,0.1667041778564453
42,2,2023,9,0.25178792979568243,0.4430459439754486,0.16594386100769043
42,2,2023,10,0.24411176797002554,0.41499730944633484,0.16909480094909668
42,2,2023,11,0.22982375603169203,0.40578173100948334,0.16501760482788086
42,2,2023,12,0.21821504831314087,0.40988947451114655,0.15784907341003418
42,2,2023,13,0.2108057625591755,0.41289614140987396,0.1777641773223877
42,2,2023,14,0.19504098780453205,0.3821617513895035,0.15522432327270508
42,2,2023,15,0.1810093172825873,0.3908703178167343,0.1442244052886963
42,2,2023,16,0.17419936787337065,0.3869665861129761,0.15904474258422852
42,2,2023,17,0.16791598941199481,0.3778456300497055,0.15027236938476562
42,2,2023,18,0.15764583740383387,0.38690580427646637,0.1329801082611084
42,2,2023,19,0.15261814324185252,0.37369026243686676,0.1281566619873047
42,2,2023,20,0.15014416142366827,0.3758440464735031,0.12672209739685059
42,2,2023,21,0.14317414816468954,0.38164325058460236,0.14301013946533203
42,2,2023,22,0.1456377620343119,0.37208573520183563,0.12772226333618164
42,2,2023,23,0.1435642356518656,0.39337851107120514,0.14668917655944824
42,2,2023,24,0.1353997162077576,0.38304294645786285,0.1628718376159668
42,2,2023,25,0.14511363860219717,0.3753254562616348,0.14430737495422363
42,2,2023,26,0.13661266304552555,0.3693987727165222,0.12855100631713867
42,2,2023,27,0.12376029253937304,0.3687859773635864,0.13988542556762695
42,2,2023,28,0.12208728143014014,0.37355048954486847,0.14755654335021973
42,2,2023,29,0.12098784791305661,0.37723180651664734,0.15142345428466797
42,2,2023,30,0.11720003071241081,0.37513038516044617,0.12492704391479492
42,2,2023,31,0.11348339496180415,0.3705683499574661,0.13895320892333984
42,2,2023,32,0.11157045443542302,0.3776382952928543,0.1520247459411621
42,2,2023,33,0.10892132995650172,0.3721037060022354,0.16715550422668457
42,2,2023,34,0.10730203217826784,0.37380625307559967,0.17169666290283203
42,2,2023,35,0.10791508248075843,0.3702918738126755,0.1269683837890625
42,2,2023,36,0.10521336831152439,0.3798845559358597,0.13009214401245117
42,2,2023,37,0.1050371031742543,0.3646188974380493,0.15971779823303223
42,2,2023,38,0.107267159037292,0.37117382884025574,0.200880765914917
42,2,2023,39,0.10297050327062607,0.38237348198890686,0.16359329223632812
42,2,2023,40,0.11515181604772806,0.3793715238571167,0.15994501113891602
42,2,2023,41,0.11708440235815942,0.3819575160741806,0.13054275512695312
42,2,2023,42,0.10371754691004753,0.38860663771629333,0.16811275482177734
42,2,2023,43,0.11181872384622693,0.38231687247753143,0.16848492622375488
42,2,2023,44,0.11049294634722173,0.390434592962265,0.1645205020904541
42,2,2023,45,0.10155333252623677,0.3798673301935196,0.14589595794677734
42,2,2023,46,0.09775362559594214,0.37846797704696655,0.16682767868041992
42,2,2023,47,0.09671720745973289,0.37960103154182434,0.17108607292175293
42,2,2023,48,0.09509650827385485,0.3756515681743622,0.1573503017425537
42,2,2023,49,0.09458177885971963,0.3749289959669113,0.19263863563537598
42,2,2023,50,0.0918338259216398,0.3752700537443161,0.17781400680541992
42,2,2023,51,0.09339407249353826,0.37639032304286957,0.1771411895751953
42,2,2023,52,0.09150343621149659,0.3784928172826767,0.1588754653930664
42,2,2023,53,0.09149113902822137,0.3699701577425003,0.1444103717803955
42,2,2023,54,0.09255981328897178,0.3731817603111267,0.140333890914917
42,2,2023,55,0.09058837895281613,0.37428151071071625,0.15388727188110352
42,2,2023,56,0.08913076436147094,0.3767140060663223,0.1892695426940918
42,2,2023,57,0.08995084278285503,0.3833620995283127,0.16469931602478027
42,3,2024,1,1.044917752345403,1.8697859048843384,0.15308523178100586
42,3,2024,2,0.6036263671186235,0.9819646775722504,0.14533448219299316
42,3,2024,3,0.4045822454823388,0.712582528591156,0.15459561347961426
42,3,2024,4,0.33742646500468254,0.5741772353649139,0.1954965591430664
42,3,2024,5,0.3183067908717526,0.5893593728542328,0.16739916801452637
42,3,2024,6,0.30010923577679527,0.6004614531993866,0.17900538444519043
42,3,2024,7,0.2815138658301698,0.5603645443916321,0.164764404296875
42,3,2024,8,0.26538903783592915,0.5433722734451294,0.18755412101745605
42,3,2024,9,0.2579219722085529,0.6004607379436493,0.17650890350341797
42,3,2024,10,0.24169578113489681,0.601639062166214,0.19114923477172852
42,3,2024,11,0.2292878594663408,0.4978552460670471,0.21210741996765137
42,3,2024,12,0.23463471171756586,0.6215053498744965,0.15612196922302246
42,3,2024,13,0.20462503905097643,0.5664759427309036,0.15799689292907715
42,3,2024,14,0.1931479254530536,0.4991779327392578,0.16145944595336914
42,3,2024,15,0.18663444659776157,0.5599935054779053,0.1745915412902832
42,3,2024,16,0.17040199248327148,0.5474390089511871,0.1685774326324463
42,3,2024,17,0.15987387465106118,0.5021012127399445,0.1850581169128418
42,3,2024,18,0.15670338893930116,0.5214148610830307,0.1683824062347412
42,3,2024,19,0.14831925763024223,0.5220936685800552,0.16086721420288086
42,3,2024,20,0.14517666109734112,0.49391207098960876,0.15052342414855957
42,3,2024,21,0.14187257198823822,0.5030863434076309,0.17099618911743164
42,3,2024,22,0.13647897789875665,0.5500486344099045,0.18157172203063965
42,3,2024,23,0.13484514711631668,0.48304325342178345,0.13497066497802734
42,3,2024,24,0.13121304598947367,0.4798922687768936,0.13345026969909668
42,3,2024,25,0.12611312005254957,0.5423002988100052,0.1580824851989746
42,3,2024,26,0.13304607715043756,0.49060116708278656,0.12290477752685547
42,3,2024,27,0.1262033809390333,0.4687952697277069,0.13657450675964355
42,3,2024,28,0.12498902012076643,0.523858517408371,0.1312415599822998
42,3,2024,29,0.12885418720543385,0.5288446843624115,0.18418216705322266
42,3,2024,30,0.12322441902425554,0.4697677791118622,0.19356322288513184
42,3,2024,31,0.13246332667768002,0.5282773673534393,0.1709587574005127
42,3,2024,32,0.12141399727099472,0.5005151480436325,0.17706966400146484
42,3,2024,33,0.11777113108999199,0.46640342473983765,0.18289589881896973
42,3,2024,34,0.12230060849752691,0.5149521231651306,0.1923537254333496
42,3,2024,35,0.11370509283410178,0.49315549433231354,0.18211865425109863
42,3,2024,36,0.10864113022883733,0.46682359278202057,0.14668059349060059
42,3,2024,37,0.10899632651772764,0.5304181128740311,0.13687968254089355
42,3,2024,38,0.10797774750325415,0.4744505435228348,0.15042901039123535
42,3,2024,39,0.10292141822477181,0.4723718762397766,0.1701819896697998
42,3,2024,40,0.10486892983317375,0.5197371691465378,0.1940767765045166
42,3,2024,41,0.10422467978464232,0.4914185106754303,0.17612290382385254
42,3,2024,42,0.10164500793649091,0.4717649817466736,0.16524934768676758
42,3,2024,43,0.10376706264085239,0.5129607766866684,0.1668095588684082
42,3,2024,44,0.10074447385138935,0.504576712846756,0.1730360984802246
42,3,2024,45,0.09772559131185214,0.4825313687324524,0.18576884269714355
42,3,2024,46,0.096847344810764,0.4745912253856659,0.1442880630493164
42,3,2024,47,0.09539466785887878,0.4960784316062927,0.135972261428833
42,3,2024,48,0.09287677684591876,0.488582044839859,0.12990880012512207
42,3,2024,49,0.09433440801997979,0.48484674096107483,0.1306314468383789
42,3,2024,50,0.09295170981850889,0.4923379123210907,0.15616154670715332
42,3,2024,51,0.09309925552871492,0.48333218693733215,0.13759136199951172
42,3,2024,52,0.09374556918111113,0.49473223090171814,0.12164139747619629
42,3,2024,53,0.09308460354804993,0.48575353622436523,0.13563919067382812
123,1,2022,1,0.8488571981588999,0.7701666057109833,0.17174458503723145
123,1,2022,2,0.657935889561971,0.45776860415935516,0.13936662673950195
123,1,2022,3,0.39833161532878875,0.47913306951522827,0.14096474647521973
123,1,2022,4,0.3350589911142985,0.56615349650383,0.14898443222045898
123,1,2022,5,0.350020661453406,0.44939184188842773,0.14117002487182617
123,1,2022,6,0.3199712445338567,0.4619011878967285,0.13660812377929688
123,1,2022,7,0.3165345907211304,0.4505150318145752,0.1361534595489502
123,1,2022,8,0.31549470374981564,0.4632737636566162,0.1472480297088623
123,1,2022,9,0.31040507604678474,0.4033639281988144,0.12257504463195801
123,1,2022,10,0.28445129891236626,0.39560365676879883,0.11938714981079102
123,1,2022,11,0.29191927760839465,0.38613176345825195,0.1323692798614502
123,1,2022,12,0.27464893559614817,0.37565743923187256,0.1341557502746582
123,1,2022,13,0.28921256711085636,0.37568199634552,0.13769316673278809
123,1,2022,14,0.2646599642932415,0.36983075737953186,0.13270998001098633
123,1,2022,15,0.25342143277327217,0.35354411602020264,0.12187743186950684
123,1,2022,16,0.24420544455448787,0.38032376766204834,0.1118316650390625
123,1,2022,17,0.2737693468729655,0.3469974398612976,0.12211298942565918
123,1,2022,18,0.23839449137449265,0.3395630866289139,0.140153169631958
123,1,2022,19,0.24306829671065014,0.3401484787464142,0.13605666160583496
123,1,2022,20,0.21482503687342008,0.37149953842163086,0.11104488372802734
123,1,2022,21,0.24633033970991772,0.34029334783554077,0.16266560554504395
123,1,2022,22,0.19928748855988185,0.3544248342514038,0.1333632469177246
123,1,2022,23,0.20661045710245768,0.36551226675510406,0.12633037567138672
123,1,2022,24,0.20170631607373554,0.40419742465019226,0.15024995803833008
123,1,2022,25,0.23490863492091496,0.34548822045326233,0.17567825317382812
123,1,2022,26,0.20622976521650951,0.3779536187648773,0.1762995719909668
123,1,2022,27,0.20336527650554975,0.4060650020837784,0.15284085273742676
123,1,2022,28,0.24135251194238663,0.38195323944091797,0.16255474090576172
123,1,2022,29,0.17840229471524557,0.35228677093982697,0.1593029499053955
123,1,2022,30,0.17604017928242682,0.38160261511802673,0.1421809196472168
123,1,2022,31,0.1574760449429353,0.3543931543827057,0.15486478805541992
123,1,2022,32,0.1554117664694786,0.36198125779628754,0.19313597679138184
123,1,2022,33,0.15252356206377346,0.36316122114658356,0.15597105026245117
123,1,2022,34,0.14982638855775196,0.36597421765327454,0.1533219814300537
123,1,2022,35,0.1470256805419922,0.37989307940006256,0.14276528358459473
123,1,2022,36,0.14676731502016385,0.36806492507457733,0.14413166046142578
