seed,RMSE,MAE,R2
42,4.7093100134723676,2.2050945579484313,0.6545920750163221
123,4.124765423007259,2.0802361153684523,0.6791555791104373
2024,4.554427008769997,2.2288692761612197,0.6536833234805415
