seed,RMSE,MAE,R2
42,3.649396908135603,1.867182012146677,0.7488471092803317
123,3.6762856310943213,1.9190310649106206,0.7451324904786714
2024,3.9764900823963725,2.0478703482729927,0.7359989101246912
