seed,outer_fold,test_year,inference_time,train_time
42,1,2022,0.30536699295043945,55.77392625808716
42,2,2023,0.32157039642333984,51.23663783073425
42,3,2024,0.29976773262023926,38.37848782539368
123,1,2022,2.95491361618042,91.1036012172699
123,2,2023,0.3808891773223877,119.78957843780518
123,3,2024,0.3426074981689453,124.4112229347229
2024,1,2022,0.29549217224121094,38.3480486869812
2024,2,2023,0.313035249710083,41.275668144226074
2024,3,2024,0.29485130310058594,33.94003415107727
