trial,seed,val_year,held_spatial_fold,held_depts,rmse
4,42,2019,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.6568060517353477
4,42,2019,4,"['Amazonas', 'Guaviare', 'Vaupes']",1.8855022038679816
4,42,2020,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.3752943909950912
4,42,2020,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.4443145076069407
4,42,2020,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.3656700106571918
4,42,2020,4,"['Amazonas', 'Guaviare', 'Vaupes']",0.5561156892963836
4,42,2021,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.5554863456160404
4,42,2021,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.33429243146774085
4,42,2021,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.32100774165351886
4,42,2021,4,"['Amazonas', 'Guaviare', 'Vaupes']",0.8501689602715546
5,42,2019,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.6575110671341239
5,42,2019,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.9694874940353813
5,42,2019,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.6337342789635618
5,42,2019,4,"['Amazonas', 'Guaviare', 'Vaupes']",1.5558917111908896
5,42,2020,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.3291209297254472
5,42,2020,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.3965730614905349
5,42,2020,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.372378964697869
5,42,2020,4,"['Amazonas', 'Guaviare', 'Vaupes']",0.5283699787931013
5,42,2021,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.5530460409068416
5,42,2021,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.42889629692939163
5,42,2021,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.38739234367139835
5,42,2021,4,"['Amazonas', 'Guaviare', 'Vaupes']",0.8352802580645188
6,42,2019,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.6804238857541182
6,42,2019,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",1.03463605369755
6,42,2019,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.6460330459509976
6,42,2019,4,"['Amazonas', 'Guaviare', 'Vaupes']",1.6349859784192908
6,42,2020,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.3157108577242873
6,42,2020,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.551052432565016
6,42,2020,3,"['Antioquia', 'Bogota d.c.', 'Boyaca', 'Caldas', 'Choco', 'Cundinamarca', 'Meta', 'Quindio', 'Risaralda', 'Santander', 'Tolima', 'Valle Del Cauca']",0.3553439120227799
6,42,2020,4,"['Amazonas', 'Guaviare', 'Vaupes']",0.667944522886781
6,42,2021,1,"['Atlantico', 'Bolivar', 'Cesar', 'Cordoba', 'Guajira', 'Magdalena', 'Norte De Santander', 'Sucre']",0.6152517164904704
6,42,2021,2,"['Caqueta', 'Cauca', 'Huila', 'Narino', 'Putumayo']",0.32076483863363653
