seed,outer_fold,test_year,train_time,inference_time,real_RMSE,real_MAE,real_MAPE,real_sMAPE,real_NSE,real_KGE,real_SkillScore,real_RMSE_top10,real_Pearson_r,real_Bias,log_RMSE,log_MAE,log_MAPE,log_sMAPE,log_NSE,log_KGE,log_SkillScore,log_RMSE_top10,log_Pearson_r,log_Bias
42,1,2022,11.164043426513672,0.4377009868621826,2.703557768119687,1.205756425857544,26.573526,25.793463,0.67202675,0.5879926533076535,0.6720267848232291,7.6552526953292475,0.8498800896241402,-0.5646398663520813,0.3642455807184093,0.26547518372535706,14.136526,13.717003,0.7895252,0.8287934892633319,0.789525205121818,0.47933870488996055,0.8913909191009097,-0.055478598922491074
42,2,2023,9.510688304901123,0.34328269958496094,3.7391480145557034,1.7920639514923096,33.19425,27.550503,0.59905076,0.5774738616711486,0.5990507211222822,10.555486212608603,0.7911179197538574,-0.38092824816703796,0.40025982464771587,0.28572705388069153,13.774475,12.432822,0.7464144,0.8165582038097048,0.7464144274113189,0.5540190685395542,0.865079260335547,0.03358171507716179
42,3,2024,9.045956373214722,0.3747751712799072,6.003046216154846,3.334822654724121,33.793278,30.486622,0.61333454,0.5306103371889443,0.6133345181490872,16.68975380525663,0.8379544274223696,-1.6555094718933105,0.4305437746111123,0.31665387749671936,12.465414,11.518034,0.7384691,0.7672145390048165,0.7384691070187747,0.6413086987747006,0.8620718461803009,-0.04077758640050888
123,1,2022,7.952629327774048,0.34537482261657715,2.9525707875292495,1.2946547269821167,28.1378,26.097357,0.5944586,0.5508449502948998,0.5944585301468384,8.349026158359354,0.7949172580771829,-0.48035115003585815,0.38157211516541384,0.26988428831100464,14.149822,13.531966,0.76716197,0.8229059710779264,0.7671619298908106,0.5398087519164112,0.8763837729829794,-0.023526154458522797
123,2,2023,8.999703645706177,3.9125003814697266,3.745166715570482,1.7688475847244263,30.416515,26.605642,0.6402255,0.6043503083598226,0.6402255513303522,10.617398403787346,0.8194516367518254,-0.5124924778938293,0.3871621951377185,0.27529335021972656,12.993966,11.988456,0.77012396,0.8308307231932145,0.7701239631397443,0.5511258177029831,0.8776029959272961,0.004496298264712095
123,3,2024,8.068055391311646,0.340242862701416,7.851863236622317,4.155926704406738,35.16888,34.462032,0.38842183,0.3147497495603435,0.38842183415560183,22.483835474981035,0.7682598487283503,-2.957845687866211,0.48850858355373167,0.36085087060928345,13.158766,12.570977,0.6688268,0.6792828841112999,0.6688268429247057,0.9169198069581224,0.8407226486451068,-0.13605329394340515
2024,1,2022,8.165656328201294,0.44110679626464844,2.6777658050272968,1.2262409925460815,29.250694,26.516712,0.66643554,0.5929434476679591,0.6664355059044584,7.580961785809264,0.8448455593627702,-0.3445708453655243,0.3695854252143558,0.2729259729385376,15.387668,14.235052,0.7815609,0.7932009954539911,0.781560886904747,0.5030625251223093,0.8870253201284855,0.03548409789800644
2024,2,2023,12.593460083007812,0.3638041019439697,3.757830264868352,1.8630865812301636,33.25714,27.783525,0.6377884,0.6124416375177949,0.6377884239811468,10.500575458561189,0.813640489882597,-0.2870011329650879,0.3963255352685358,0.2875834107398987,13.749536,12.506398,0.7591138,0.828062710378214,0.7591137983021495,0.5563179553237688,0.8737054776438518,0.05120483785867691
2024,3,2024,10.955414056777954,0.37422800064086914,6.522739834512064,3.7452094554901123,37.64442,33.941154,0.5779474,0.48534388548881024,0.5779473490626343,17.819272972200984,0.8334441819970722,-2.0517525672912598,0.4682943036433703,0.3535892963409424,13.679298,12.716204,0.6956674,0.7264221829679959,0.6956673973415316,0.6495918432130565,0.8394704043268449,-0.06345441192388535
