seed,RMSE,MAE,R2
42,7.6434593922725025,4.205039605609798,0.04806796508584721
123,7.069676739752737,3.966178523316406,0.0027283457314177806
2024,7.050867851899821,3.9691282048979355,0.008027772881508133
